cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc,harvested,ndvi
246613,208127,186856,162434,218080,2018-01-26,5120,6656,94.1,79.4,71.3,62.0,83.2,3006,0.3234846153029836
262144,262144,262144,262144,262144,2018-02-15,5120,6656,100.0,100.0,100.0,100.0,100.0,95,0.05073985743527473
121810,99755,88360,76560,109514,2018-03-17,5120,6656,46.5,38.1,33.7,29.2,41.8,200,0.5452847951452469
261553,252262,237841,216208,255881,2018-04-16,5120,6656,99.8,96.2,90.7,82.5,97.6,697,0.21494823597940416
164,1,0,0,0,2018-04-26,5120,6656,0.1,0.0,0.0,0.0,0.0,3731,0.6670903621366403
261775,258318,248583,234471,260941,2018-05-06,5120,6656,99.9,98.5,94.8,89.4,99.5,3196,0.17991052703932991
248562,218108,202654,185084,223572,2018-05-26,5120,6656,94.8,83.2,77.3,70.6,85.3,3829,0.20849556573402486
349,0,0,0,0,2018-06-05,5120,6656,0.1,0.0,0.0,0.0,0.0,6204,0.5860271123012571
46748,29563,24358,17581,34064,2018-06-15,5120,6656,17.8,11.3,9.3,6.7,13.0,6782,0.5372313080503771
235535,144481,78326,26076,173533,2018-06-25,5120,6656,89.8,55.1,29.9,9.9,66.2,3591,0.4028622405381658
180172,139985,123148,105872,155675,2018-07-05,5120,6656,68.7,53.4,47.0,40.4,59.4,6309,0.33979183578579103
769,31,13,5,0,2018-07-15,5120,6656,0.3,0.0,0.0,0.0,0.0,15869,0.4431088114231516
1029,29,16,7,0,2018-07-25,5120,6656,0.4,0.0,0.0,0.0,0.0,19210,0.3629262148900577
1666,371,134,15,400,2018-08-04,5120,6656,0.6,0.1,0.1,0.0,0.2,23736,0.3005195449097281
28949,8574,5091,2719,9281,2018-08-14,5120,6656,11.0,3.3,1.9,1.0,3.5,22500,0.2449986943192089
2163,846,396,51,1141,2018-08-24,5120,6656,0.8,0.3,0.2,0.0,0.4,28720,0.24313778055938845
118,6,3,0,0,2018-09-03,5120,6656,0.0,0.0,0.0,0.0,0.0,30695,0.246779692692844
156011,109646,96031,83696,119058,2018-09-13,5120,6656,59.5,41.8,36.6,31.9,45.4,25584,0.1798149148859741
160667,78247,51011,40236,90752,2018-10-03,5120,6656,61.3,29.8,19.5,15.3,34.6,31361,0.1922320320979699
167098,147412,138602,128448,156613,2018-10-23,5120,6656,63.7,56.2,52.9,49.0,59.7,13654,0.09703322289880337
127664,106771,93223,80545,118792,2018-11-02,5120,6656,48.7,40.7,35.6,30.7,45.3,21977,0.12202490033162874
43457,26362,20049,14454,31713,2018-11-12,5120,6656,16.6,10.1,7.6,5.5,12.1,27255,0.20620538204286615
180407,144075,121699,99521,161792,2018-11-22,5120,6656,68.8,55.0,46.4,38.0,61.7,23812,0.16365518267520962
40482,19798,15079,10485,24289,2018-12-02,5120,6656,15.4,7.6,5.8,4.0,9.3,30504,0.18823584958469594
237338,202703,175596,141481,217688,2019-01-01,5120,6656,90.5,77.3,67.0,54.0,83.0,655,0.28044697183405354
157658,118709,103618,87919,131180,2019-01-21,5120,6656,60.1,45.3,39.5,33.5,50.0,174,0.5032895313864473
166,0,0,0,0,2019-02-20,5120,6656,0.1,0.0,0.0,0.0,0.0,555,0.6422949709731148
70169,50876,38814,27197,57865,2019-03-02,5120,6656,26.8,19.4,14.8,10.4,22.1,254,0.638525535621467
44,3,0,0,0,2019-03-12,5120,6656,0.0,0.0,0.0,0.0,0.0,1660,0.6760912781665022
262141,262055,261587,259730,262144,2019-04-11,5120,6656,100.0,100.0,99.8,99.1,100.0,0,-0.0045291257430033075
262144,262144,262143,262139,262144,2019-04-21,5120,6656,100.0,100.0,100.0,100.0,100.0,0,0.014377607308678785
259434,246208,231871,211173,249100,2019-05-01,5120,6656,99.0,93.9,88.5,80.6,95.0,472,0.4666014636180477
96,2,0,0,0,2019-05-11,5120,6656,0.0,0.0,0.0,0.0,0.0,1301,0.6671967794339283
42729,10322,672,19,12611,2019-05-21,5120,6656,16.3,3.9,0.3,0.0,4.8,1389,0.5827674734318468
241392,186611,141274,103686,195200,2019-06-10,5120,6656,92.1,71.2,53.9,39.6,74.5,4394,0.21214031365870045
351,0,0,0,0,2019-06-20,5120,6656,0.1,0.0,0.0,0.0,0.0,4825,0.6115817134106547
4529,1918,1110,371,2682,2019-06-30,5120,6656,1.7,0.7,0.4,0.1,1.0,6721,0.5679383432887078
721,2,0,0,0,2019-07-20,5120,6656,0.3,0.0,0.0,0.0,0.0,14264,0.4646498403463744
138471,95809,80859,67226,110091,2019-07-30,5120,6656,52.8,36.5,30.8,25.6,42.0,14258,0.3050659715007133
51,0,0,0,0,2019-08-09,5120,6656,0.0,0.0,0.0,0.0,0.0,17805,0.3907316045446498
262144,262144,262144,262136,262144,2016-12-22,5120,7168,100.0,100.0,100.0,100.0,100.0,144,0.29005435269872404
172950,150527,137348,126087,156889,2017-01-01,5120,7168,66.0,57.4,52.4,48.1,59.8,857,0.09965179296337452
95831,67676,52458,37168,78069,2017-01-11,5120,7168,36.6,25.8,20.0,14.2,29.8,692,0.5693595707132162
132012,95451,80184,65038,104306,2017-02-10,5120,7168,50.4,36.4,30.6,24.8,39.8,545,0.5198132517061451
84091,58792,42774,24473,67643,2017-02-20,5120,7168,32.1,22.4,16.3,9.3,25.8,237,0.5961048346761988
122363,83919,66257,45963,91330,2017-03-02,5120,7168,46.7,32.0,25.3,17.5,34.8,1312,0.5302741134602938
69215,56136,47408,38284,64072,2017-03-12,5120,7168,26.4,21.4,18.1,14.6,24.4,1847,0.6514081785857933
216,4,0,0,0,2017-04-01,5120,7168,0.1,0.0,0.0,0.0,0.0,2792,0.6174860564745541
305,40,1,0,0,2017-04-11,5120,7168,0.1,0.0,0.0,0.0,0.0,2350,0.6084983555130922
262144,262142,262118,261997,262144,2017-05-01,5120,7168,100.0,100.0,100.0,99.9,100.0,136,0.039598046939242286
90,7,0,0,0,2017-05-11,5120,7168,0.0,0.0,0.0,0.0,0.0,3347,0.612848855113692
55152,35303,27492,20487,42038,2017-05-21,5120,7168,21.0,13.5,10.5,7.8,16.0,3408,0.5589881167203734
12743,2358,522,61,1422,2017-05-31,5120,7168,4.9,0.9,0.2,0.0,0.5,2609,0.5109601153808174
9393,5106,3903,2089,5958,2017-06-20,5120,7168,3.6,1.9,1.5,0.8,2.3,3539,0.5711998762700502
251382,180495,153490,137874,191253,2017-07-10,5120,7168,95.9,68.9,58.6,52.6,73.0,2833,0.2827098960768789
139,2,0,0,0,2017-07-20,5120,7168,0.1,0.0,0.0,0.0,0.0,4890,0.5560775884515478
232782,180814,162792,149282,194580,2017-07-30,5120,7168,88.8,69.0,62.1,56.9,74.2,4147,0.2716691389528085
17,0,0,0,0,2017-08-09,5120,7168,0.0,0.0,0.0,0.0,0.0,11190,0.4455296353491335
8,0,0,0,0,2017-08-19,5120,7168,0.0,0.0,0.0,0.0,0.0,10663,0.41557175343469865
36014,27562,22901,18197,33232,2017-09-08,5120,7168,13.7,10.5,8.7,6.9,12.7,21377,0.2141656675858948
136015,70928,56692,44638,80082,2017-09-18,5120,7168,51.9,27.1,21.6,17.0,30.5,21281,0.20703577016472302
95,0,0,0,0,2017-09-28,5120,7168,0.0,0.0,0.0,0.0,0.0,27798,0.2568012511918392
107175,83217,72934,61646,93000,2017-10-08,5120,7168,40.9,31.7,27.8,23.5,35.5,25353,0.20429972549870049
58,7,0,0,0,2017-10-28,5120,7168,0.0,0.0,0.0,0.0,0.0,18429,0.3073486254693654
13577,9932,8209,6118,12009,2017-11-07,5120,7168,5.2,3.8,3.1,2.3,4.6,11332,0.3794300503813512
192156,155405,143857,133667,164505,2017-11-17,5120,7168,73.3,59.3,54.9,51.0,62.8,3258,0.3698842099508574
45395,26343,21191,17122,30852,2017-11-27,5120,7168,17.3,10.0,8.1,6.5,11.8,3082,0.4424606329538325
136,10,0,0,0,2017-12-07,5120,7168,0.1,0.0,0.0,0.0,0.0,3354,0.5751363584100188
148732,97795,85704,77526,104788,2017-12-17,5120,7168,56.7,37.3,32.7,29.6,40.0,1641,0.26034092801356623
22330,14817,10406,5390,17805,2017-12-27,5120,7168,8.5,5.7,4.0,2.1,6.8,2567,0.5048695672389198
204782,152819,135664,119559,165630,2018-01-06,5120,7168,78.1,58.3,51.8,45.6,63.2,971,0.4277394828564376
248265,214030,196658,180076,220841,2018-01-26,5120,7168,94.7,81.6,75.0,68.7,84.2,1116,0.3902362804252175
262144,262144,262144,262144,262144,2018-02-15,5120,7168,100.0,100.0,100.0,100.0,100.0,0,0.04356808148550658
146384,121961,107914,92991,134502,2018-03-17,5120,7168,55.8,46.5,41.2,35.5,51.3,738,0.603678881702541
259998,224192,184648,154291,234570,2018-04-16,5120,7168,99.2,85.5,70.4,58.9,89.5,926,0.13154206993095952
79,0,0,0,0,2018-04-26,5120,7168,0.0,0.0,0.0,0.0,0.0,1917,0.6843207667508097
261589,254199,244008,230117,257721,2018-05-06,5120,7168,99.8,97.0,93.1,87.8,98.3,4784,0.03651504353241971
255941,226900,210122,190375,233264,2018-05-26,5120,7168,97.6,86.6,80.2,72.6,89.0,1724,0.2819511369967905
214,2,0,0,0,2018-06-05,5120,7168,0.1,0.0,0.0,0.0,0.0,5986,0.5840826213296144
135390,102453,84779,59662,109217,2018-06-15,5120,7168,51.6,39.1,32.3,22.8,41.7,5929,0.543011845080875
239797,153557,97464,43536,179467,2018-06-25,5120,7168,91.5,58.6,37.2,16.6,68.5,5335,0.3710505842119294
189639,151863,139168,127204,165011,2018-07-05,5120,7168,72.3,57.9,53.1,48.5,62.9,4570,0.1720042177858473
436,4,0,0,0,2018-07-15,5120,7168,0.2,0.0,0.0,0.0,0.0,10241,0.4858089519569771
702,85,1,0,0,2018-07-25,5120,7168,0.3,0.0,0.0,0.0,0.0,9602,0.4510163067255898
4064,1374,716,253,1641,2018-08-04,5120,7168,1.6,0.5,0.3,0.1,0.6,16487,0.3629354000705902
32492,15595,7203,4134,18814,2018-08-14,5120,7168,12.4,5.9,2.7,1.6,7.2,17562,0.3443918913778297
7825,5145,3276,1174,6469,2018-08-24,5120,7168,3.0,2.0,1.2,0.4,2.5,19883,0.3060853959247635
17,0,0,0,0,2018-09-03,5120,7168,0.0,0.0,0.0,0.0,0.0,24867,0.2955909746537498
146289,88469,76499,65631,98032,2018-09-13,5120,7168,55.8,33.7,29.2,25.0,37.4,23198,0.1652242822387147
230131,162824,119366,100480,185543,2018-10-03,5120,7168,87.8,62.1,45.5,38.3,70.8,21326,0.1279823322362637
126647,107750,99612,89943,116460,2018-10-23,5120,7168,48.3,41.1,38.0,34.3,44.4,19103,0.13606707271592428
113244,84137,69917,58845,94558,2018-11-02,5120,7168,43.2,32.1,26.7,22.4,36.1,22062,0.25146511130311505
48635,31145,23770,17292,36749,2018-11-12,5120,7168,18.6,11.9,9.1,6.6,14.0,16166,0.27124972748807
205785,176401,159782,140051,190627,2018-11-22,5120,7168,78.5,67.3,61.0,53.4,72.7,11010,0.2233870183126854
23404,11338,9461,7595,13079,2018-12-02,5120,7168,8.9,4.3,3.6,2.9,5.0,14813,0.3077006321657369
251974,236975,226032,212350,244158,2019-01-01,5120,7168,96.1,90.4,86.2,81.0,93.1,544,0.05569180028058361
177500,118323,99629,84605,128899,2019-01-21,5120,7168,67.7,45.1,38.0,32.3,49.2,1855,0.3097217633531487
451,22,0,0,0,2019-02-20,5120,7168,0.2,0.0,0.0,0.0,0.0,1196,0.6483313628058361
92334,67837,54285,41110,75348,2019-03-02,5120,7168,35.2,25.9,20.7,15.7,28.7,852,0.4106792014379656
250,35,3,0,0,2019-03-12,5120,7168,0.1,0.0,0.0,0.0,0.0,1154,0.6845666712070032
216414,189073,177647,164873,195935,2019-04-11,5120,7168,82.6,72.1,67.8,62.9,74.7,3874,0.06272635877654904
262144,262144,262144,262144,262144,2019-04-21,5120,7168,100.0,100.0,100.0,100.0,100.0,11,0.02846990136109861
261944,252631,221195,173807,257460,2019-05-01,5120,7168,99.9,96.4,84.4,66.3,98.2,237,0.36510034897385096
394,26,1,0,0,2019-05-11,5120,7168,0.2,0.0,0.0,0.0,0.0,1697,0.66099898291022
30143,9675,5408,2378,11057,2019-05-21,5120,7168,11.5,3.7,2.1,0.9,4.2,1969,0.60376872361562
250774,222545,206218,179822,226690,2019-06-10,5120,7168,95.7,84.9,78.7,68.6,86.5,732,0.4252205873763214
388,9,0,0,0,2019-06-20,5120,7168,0.1,0.0,0.0,0.0,0.0,4661,0.6140208942296606
1909,503,223,78,630,2019-06-30,5120,7168,0.7,0.2,0.1,0.0,0.2,4840,0.5712386052060974
258,4,0,0,0,2019-07-20,5120,7168,0.1,0.0,0.0,0.0,0.0,7098,0.5321329877316103
156711,111102,95858,81016,125178,2019-07-30,5120,7168,59.8,42.4,36.6,30.9,47.8,6899,0.2933923614930082
174,1,0,0,0,2019-08-09,5120,7168,0.1,0.0,0.0,0.0,0.0,10320,0.4684836115341289
105860,89118,82332,75382,96194,2016-12-22,5632,4096,40.4,34.0,31.4,28.8,36.7,3106,0.35133239771503644
183033,149564,138524,126595,155858,2017-01-01,5632,4096,69.8,57.1,52.8,48.3,59.5,2554,0.2379157373208632
117162,76035,50129,21356,85641,2017-01-11,5632,4096,44.7,29.0,19.1,8.1,32.7,277,0.5616714583531411
134751,111553,97702,82704,121780,2017-02-10,5632,4096,51.4,42.6,37.3,31.5,46.5,381,0.4825183381659205
72674,57116,46027,32812,63992,2017-02-20,5632,4096,27.7,21.8,17.6,12.5,24.4,575,0.6225696511787938
218710,177886,153611,131079,186915,2017-03-02,5632,4096,83.4,67.9,58.6,50.0,71.3,118,0.2818328713749569
33115,24014,17236,10642,28423,2017-03-12,5632,4096,12.6,9.2,6.6,4.1,10.8,751,0.5857718827585842
29,1,0,0,0,2017-04-01,5632,4096,0.0,0.0,0.0,0.0,0.0,1741,0.5615299569252507
133,3,0,0,0,2017-04-11,5632,4096,0.1,0.0,0.0,0.0,0.0,1414,0.5411818223590092
210216,133196,102789,76749,148076,2017-05-01,5632,4096,80.2,50.8,39.2,29.3,56.5,321,0.35235761394055576
50,0,0,0,0,2017-05-11,5632,4096,0.0,0.0,0.0,0.0,0.0,240,0.6335348988873271
144037,103074,86413,69916,115979,2017-05-21,5632,4096,54.9,39.3,33.0,26.7,44.2,246,0.5344229329631939
260454,257208,253004,243726,261670,2017-05-31,5632,4096,99.4,98.1,96.5,93.0,99.8,8768,0.1792928360639731
88046,59409,49685,40752,67221,2017-06-20,5632,4096,33.6,22.7,19.0,15.5,25.6,1556,0.5602155530859273
252348,206778,183934,163028,217755,2017-07-10,5632,4096,96.3,78.9,70.2,62.2,83.1,442,0.08409873840849535
48,1,0,0,0,2017-07-20,5632,4096,0.0,0.0,0.0,0.0,0.0,6847,0.5633965458122163
241683,198346,179942,162994,211002,2017-07-30,5632,4096,92.2,75.7,68.6,62.2,80.5,7269,0.3095368041913
4647,3261,2629,1822,4239,2017-08-09,5632,4096,1.8,1.2,1.0,0.7,1.6,10991,0.4643445785352764
8,0,0,0,0,2017-08-19,5632,4096,0.0,0.0,0.0,0.0,0.0,15693,0.3899333203301419
34534,25062,20834,16314,30264,2017-09-08,5632,4096,13.2,9.6,7.9,6.2,11.5,21530,0.25533690462521863
220804,160475,141906,121359,172534,2017-09-18,5632,4096,84.2,61.2,54.1,46.3,65.8,17344,0.14823599035197185
90080,61910,49874,31896,70575,2017-09-28,5632,4096,34.4,23.6,19.0,12.2,26.9,20050,0.1661977635956017
44639,32609,25694,18769,39207,2017-10-08,5632,4096,17.0,12.4,9.8,7.2,15.0,28532,0.2389890526395945
96,10,0,0,0,2017-10-28,5632,4096,0.0,0.0,0.0,0.0,0.0,14291,0.33090114288710604
575,318,215,117,418,2017-11-07,5632,4096,0.2,0.1,0.1,0.0,0.2,5624,0.4070736116083964
259248,251352,245724,239873,254393,2017-11-17,5632,4096,98.9,95.9,93.7,91.5,97.0,1713,0.1635211881360373
122796,97257,84475,72324,108566,2017-11-27,5632,4096,46.8,37.1,32.2,27.6,41.4,3180,0.37674483365489386
7605,6064,5235,4080,7122,2017-12-07,5632,4096,2.9,2.3,2.0,1.6,2.7,2118,0.5402740864041177
112460,91386,80803,70075,99376,2017-12-17,5632,4096,42.9,34.9,30.8,26.7,37.9,1379,0.3334501002145879
120278,98223,81602,61528,109276,2017-12-27,5632,4096,45.9,37.5,31.1,23.5,41.7,565,0.4011849734473401
151703,84631,71223,57255,94527,2018-01-06,5632,4096,57.9,32.3,27.2,21.8,36.1,2811,0.4296811135624025
259713,245393,230432,209764,249341,2018-01-26,5632,4096,99.1,93.6,87.9,80.0,95.1,404,0.2223431329813147
254100,233647,209776,186597,245145,2018-02-15,5632,4096,96.9,89.1,80.0,71.2,93.5,3096,0.16179691868715507
61149,48835,40101,31090,54956,2018-03-17,5632,4096,23.3,18.6,15.3,11.9,21.0,129,0.6569467854025105
244445,185498,157706,124482,195841,2018-04-16,5632,4096,93.2,70.8,60.2,47.5,74.7,119,0.5579536931015342
77,5,0,0,0,2018-04-26,5632,4096,0.0,0.0,0.0,0.0,0.0,316,0.6944301891539932
255526,202518,173529,150490,211436,2018-05-06,5632,4096,97.5,77.3,66.2,57.4,80.7,801,0.27160806545497257
261963,250066,223590,200744,255042,2018-05-26,5632,4096,99.9,95.4,85.3,76.6,97.3,1481,0.13343187593697894
164,7,0,0,0,2018-06-05,5632,4096,0.1,0.0,0.0,0.0,0.0,3845,0.5811043366290435
637,10,0,0,0,2018-06-15,5632,4096,0.2,0.0,0.0,0.0,0.0,4025,0.5381066376020006
201535,157227,122527,91937,178053,2018-06-25,5632,4096,76.9,60.0,46.7,35.1,67.9,9105,0.2879776925004963
208537,174606,162818,148584,185576,2018-07-05,5632,4096,79.6,66.6,62.1,56.7,70.8,8297,0.3350999380424085
316,18,5,0,0,2018-07-15,5632,4096,0.1,0.0,0.0,0.0,0.0,10917,0.4570585648996335
120003,77039,51419,31854,87376,2018-07-25,5632,4096,45.8,29.4,19.6,12.2,33.3,12759,0.3246113047651059
33328,18085,13340,8257,21564,2018-08-04,5632,4096,12.7,6.9,5.1,3.1,8.2,21083,0.29700762887445137
87438,57613,41954,30866,63871,2018-08-14,5632,4096,33.4,22.0,16.0,11.8,24.4,21571,0.20309462994707952
8338,5694,4110,2393,7175,2018-08-24,5632,4096,3.2,2.2,1.6,0.9,2.7,25171,0.2721915278899032
18,2,0,0,0,2018-09-03,5632,4096,0.0,0.0,0.0,0.0,0.0,28720,0.2642582585559035
125175,83796,71724,60248,97681,2018-09-13,5632,4096,47.8,32.0,27.4,23.0,37.3,24824,0.1854580944811352
261896,260261,257771,253537,262001,2018-10-03,5632,4096,99.9,99.3,98.3,96.7,99.9,0,0.023966181986899808
185910,163650,154508,143743,174457,2018-10-23,5632,4096,70.9,62.4,58.9,54.8,66.6,16317,0.1292444741960634
92348,65092,51272,38270,75082,2018-11-02,5632,4096,35.2,24.8,19.6,14.6,28.6,20815,0.2196657640564156
149661,119723,108902,99911,129115,2018-11-12,5632,4096,57.1,45.7,41.5,38.1,49.3,13175,0.22352765305675426
4542,2699,1632,609,3171,2018-11-22,5632,4096,1.7,1.0,0.6,0.2,1.2,20801,0.2698908960012964
50499,25360,20033,16014,30659,2018-12-02,5632,4096,19.3,9.7,7.6,6.1,11.7,16393,0.238888800339403
262095,261997,261854,261420,262144,2019-01-01,5632,4096,100.0,99.9,99.9,99.7,100.0,15,0.008899193759811271
99816,70143,61354,52672,77349,2019-01-21,5632,4096,38.1,26.8,23.4,20.1,29.5,543,0.6110538489111047
155,0,0,0,0,2019-02-20,5632,4096,0.1,0.0,0.0,0.0,0.0,326,0.5924624008441921
162087,116431,95885,73845,126687,2019-03-02,5632,4096,61.8,44.4,36.6,28.2,48.3,1578,0.4608380966242446
121,6,0,0,0,2019-03-12,5632,4096,0.0,0.0,0.0,0.0,0.0,1028,0.6361002656857679
252526,159958,111216,85581,177335,2019-04-11,5632,4096,96.3,61.0,42.4,32.6,67.6,1627,0.4339397774560093
235841,192637,156886,114513,206233,2019-04-21,5632,4096,90.0,73.5,59.8,43.7,78.7,845,0.4231395395804709
259955,241884,219231,185065,248243,2019-05-01,5632,4096,99.2,92.3,83.6,70.6,94.7,1347,0.2878194104226096
613,131,15,0,145,2019-05-11,5632,4096,0.2,0.0,0.0,0.0,0.1,2467,0.6473416761798688
257174,224461,191058,151958,233756,2019-05-21,5632,4096,98.1,85.6,72.9,58.0,89.2,577,0.3008418004140785
260398,242773,223795,198886,248866,2019-06-10,5632,4096,99.3,92.6,85.4,75.9,94.9,392,0.12232543825542437
127,7,0,0,0,2019-06-20,5632,4096,0.0,0.0,0.0,0.0,0.0,3274,0.6421473936344042
6169,3442,2513,1739,4216,2019-06-30,5632,4096,2.4,1.3,1.0,0.7,1.6,3286,0.6215234200655546
140,11,2,0,0,2019-07-20,5632,4096,0.1,0.0,0.0,0.0,0.0,3085,0.593217620492834
57004,36940,29435,22509,43624,2019-07-30,5632,4096,21.7,14.1,11.2,8.6,16.6,2743,0.4778165919813601
66,3,0,0,0,2019-08-09,5632,4096,0.0,0.0,0.0,0.0,0.0,8818,0.5071078789107928
118437,78109,67162,53568,87274,2016-12-22,5632,4608,45.2,29.8,25.6,20.4,33.3,34431,0.3675346650487627
227983,192340,179983,166097,197271,2017-01-01,5632,4608,87.0,73.4,68.7,63.4,75.3,18881,0.20651006996588175
148359,92138,53998,18877,102842,2017-01-11,5632,4608,56.6,35.1,20.6,7.2,39.2,5456,0.5110258193299932
85029,53894,42667,31291,60743,2017-02-10,5632,4608,32.4,20.6,16.3,11.9,23.2,6992,0.601298480098937
56516,30153,21443,12469,35216,2017-02-20,5632,4608,21.6,11.5,8.2,4.8,13.4,10856,0.6013476532707973
253618,239622,226047,210518,244332,2017-03-02,5632,4608,96.7,91.4,86.2,80.3,93.2,6250,0.15951719873877415
49980,38470,31258,22721,43847,2017-03-12,5632,4608,19.1,14.7,11.9,8.7,16.7,16510,0.6079655610086182
83,0,0,0,0,2017-04-01,5632,4608,0.0,0.0,0.0,0.0,0.0,20694,0.5127464006217654
54,0,0,0,0,2017-04-11,5632,4608,0.0,0.0,0.0,0.0,0.0,15822,0.489225466899851
239979,177693,146526,119572,192598,2017-05-01,5632,4608,91.5,67.8,55.9,45.6,73.5,4012,0.3368234299064004
48,5,1,0,0,2017-05-11,5632,4608,0.0,0.0,0.0,0.0,0.0,12972,0.5894619032093051
175646,126017,102977,81166,141353,2017-05-21,5632,4608,67.0,48.1,39.3,31.0,53.9,4818,0.4331429359322986
239817,202272,167343,135758,229449,2017-05-31,5632,4608,91.5,77.2,63.8,51.8,87.5,44286,0.270869816092116
7518,2327,1304,832,2852,2017-06-20,5632,4608,2.9,0.9,0.5,0.3,1.1,21029,0.5744343973692659
258235,205230,150962,113984,221127,2017-07-10,5632,4608,98.5,78.3,57.6,43.5,84.4,10204,0.2756077928281213
317,2,0,0,0,2017-07-20,5632,4608,0.1,0.0,0.0,0.0,0.0,44946,0.5415204138759864
236736,179736,162933,151308,189211,2017-07-30,5632,4608,90.3,68.6,62.2,57.7,72.2,34635,0.19775918754431412
142,0,0,0,0,2017-08-09,5632,4608,0.1,0.0,0.0,0.0,0.0,81872,0.4194488211457399
0,0,0,0,0,2017-08-19,5632,4608,0.0,0.0,0.0,0.0,0.0,103217,0.3606470836577441
21052,15050,12512,9718,17859,2017-09-08,5632,4608,8.0,5.7,4.8,3.7,6.8,141843,0.25068827867344645
232707,158226,127845,109454,173993,2017-09-18,5632,4608,88.8,60.4,48.8,41.8,66.4,110125,0.15031089861881214
109618,76700,58914,38575,87242,2017-09-28,5632,4608,41.8,29.3,22.5,14.7,33.3,143927,0.18027172562051824
122157,97807,86388,75268,108437,2017-10-08,5632,4608,46.6,37.3,33.0,28.7,41.4,136134,0.16484486152016725
33,4,0,0,0,2017-10-28,5632,4608,0.0,0.0,0.0,0.0,0.0,104708,0.3072654453860799
76,5,1,0,0,2017-11-07,5632,4608,0.0,0.0,0.0,0.0,0.0,76185,0.3613680560926498
233906,173085,144324,125809,186735,2017-11-17,5632,4608,89.2,66.0,55.1,48.0,71.2,20027,0.27580270224088577
113651,73543,63159,53201,81281,2017-11-27,5632,4608,43.4,28.1,24.1,20.3,31.0,17470,0.3902421711070768
5037,3438,2585,1428,4458,2017-12-07,5632,4608,1.9,1.3,1.0,0.5,1.7,15437,0.5305421431466921
157501,81010,69464,60550,88255,2017-12-17,5632,4608,60.1,30.9,26.5,23.1,33.7,13653,0.4521782680760948
95845,76575,64338,48477,84294,2017-12-27,5632,4608,36.6,29.2,24.5,18.5,32.2,13850,0.4257365283019005
219855,120626,81484,62920,132466,2018-01-06,5632,4608,83.9,46.0,31.1,24.0,50.5,14742,0.44022893213629816
258025,241219,205910,173133,249930,2018-01-26,5632,4608,98.4,92.0,78.5,66.0,95.3,7760,0.2938979179357056
262129,262041,261848,260887,262144,2018-02-15,5632,4608,100.0,100.0,99.9,99.5,100.0,9864,0.12385489178069713
92821,68459,57359,45372,77253,2018-03-17,5632,4608,35.4,26.1,21.9,17.3,29.5,1322,0.5837890026801054
205995,81242,46202,21597,94208,2018-04-16,5632,4608,78.6,31.0,17.6,8.2,35.9,1812,0.5694001374969352
131,2,1,0,0,2018-04-26,5632,4608,0.0,0.0,0.0,0.0,0.0,8170,0.6541920668411116
261744,254039,234171,213600,258199,2018-05-06,5632,4608,99.8,96.9,89.3,81.5,98.5,12317,0.1341761905143894
247298,161478,98153,54914,174441,2018-05-26,5632,4608,94.3,61.6,37.4,20.9,66.5,23534,0.3747197668038158
229,0,0,0,0,2018-06-05,5632,4608,0.1,0.0,0.0,0.0,0.0,31006,0.5705653066084413
401,10,0,0,0,2018-06-15,5632,4608,0.2,0.0,0.0,0.0,0.0,29399,0.5372824099600815
177158,121518,83156,54980,141780,2018-06-25,5632,4608,67.6,46.4,31.7,21.0,54.1,36159,0.3236930102452453
68004,38675,30411,23222,46049,2018-07-05,5632,4608,25.9,14.8,11.6,8.9,17.6,50095,0.4290928909780708
92,1,0,0,0,2018-07-15,5632,4608,0.0,0.0,0.0,0.0,0.0,68643,0.4648095305489178
161157,112363,75172,45805,131887,2018-07-25,5632,4608,61.5,42.9,28.7,17.5,50.3,61153,0.2991219628876213
16198,8922,6516,3787,11180,2018-08-04,5632,4608,6.2,3.4,2.5,1.4,4.3,110794,0.3223227297574361
43332,13121,3987,632,16752,2018-08-14,5632,4608,16.5,5.0,1.5,0.2,6.4,119721,0.2967030621383683
10758,5514,3663,1807,6997,2018-08-24,5632,4608,4.1,2.1,1.4,0.7,2.7,142394,0.2669866394572539
24,3,0,0,0,2018-09-03,5632,4608,0.0,0.0,0.0,0.0,0.0,166448,0.26864926346337753
120233,80164,69317,59074,90348,2018-09-13,5632,4608,45.9,30.6,26.4,22.5,34.5,130290,0.1851632174087296
223854,140981,109166,99505,151747,2018-10-03,5632,4608,85.4,53.8,41.6,38.0,57.9,122034,0.1467858047878361
152386,126861,117455,104494,136652,2018-10-23,5632,4608,58.1,48.4,44.8,39.9,52.1,82129,0.18889862644062844
126874,67157,51110,37053,77064,2018-11-02,5632,4608,48.4,25.6,19.5,14.1,29.4,89003,0.2829624982641479
102803,21088,16435,13315,23287,2018-11-12,5632,4608,39.2,8.0,6.3,5.1,8.9,60349,0.36303001409509994
33183,16619,9910,3170,20714,2018-11-22,5632,4608,12.7,6.3,3.8,1.2,7.9,48556,0.3757105514653311
124308,58343,44660,35336,68280,2018-12-02,5632,4608,47.4,22.3,17.0,13.5,26.0,29958,0.3562870618705787
262144,262139,262125,262044,262144,2019-01-01,5632,4608,100.0,100.0,100.0,100.0,100.0,122,0.012578013065981549
