,tile,id,date,harvested,ndvi,cc_p80_perc,lat,lng
1010,5120_6656,14,2019-06-20,4825,0.6115817134106547,0.0,-20.51420184373779,148.47455963048947
1011,5120_6656,14,2019-06-30,6721,0.5679383432887078,0.1,-20.51420184373779,148.47455963048947
1012,5120_6656,14,2019-07-20,14264,0.4646498403463744,0.0,-20.51420184373779,148.47455963048947
1013,5120_6656,14,2019-07-30,14258,0.3050659715007133,25.6,-20.51420184373779,148.47455963048947
1014,5120_6656,14,2019-08-09,17805,0.3907316045446498,0.0,-20.51420184373779,148.47455963048947
1015,5120_7168,15,2016-12-22,144,0.29005435269872404,100.0,-20.56045959708629,148.47499862510722
1016,5120_7168,15,2017-01-01,857,0.09965179296337452,48.1,-20.56045959708629,148.47499862510722
1017,5120_7168,15,2017-01-11,692,0.5693595707132162,14.2,-20.56045959708629,148.47499862510722
1018,5120_7168,15,2017-02-10,545,0.5198132517061451,24.8,-20.56045959708629,148.47499862510722
1019,5120_7168,15,2017-02-20,237,0.5961048346761988,9.3,-20.56045959708629,148.47499862510722
1020,5120_7168,15,2017-03-02,1312,0.5302741134602938,17.5,-20.56045959708629,148.47499862510722
1021,5120_7168,15,2017-03-12,1847,0.6514081785857933,14.6,-20.56045959708629,148.47499862510722
1022,5120_7168,15,2017-04-01,2792,0.6174860564745541,0.0,-20.56045959708629,148.47499862510722
1023,5120_7168,15,2017-04-11,2350,0.6084983555130922,0.0,-20.56045959708629,148.47499862510722
1024,5120_7168,15,2017-05-01,136,0.039598046939242286,99.9,-20.56045959708629,148.47499862510722
1025,5120_7168,15,2017-05-11,3347,0.612848855113692,0.0,-20.56045959708629,148.47499862510722
1026,5120_7168,15,2017-05-21,3408,0.5589881167203734,7.8,-20.56045959708629,148.47499862510722
1027,5120_7168,15,2017-05-31,2609,0.5109601153808174,0.0,-20.56045959708629,148.47499862510722
1028,5120_7168,15,2017-06-20,3539,0.5711998762700502,0.8,-20.56045959708629,148.47499862510722
1029,5120_7168,15,2017-07-10,2833,0.2827098960768789,52.6,-20.56045959708629,148.47499862510722
1030,5120_7168,15,2017-07-20,4890,0.5560775884515478,0.0,-20.56045959708629,148.47499862510722
1031,5120_7168,15,2017-07-30,4147,0.2716691389528085,56.9,-20.56045959708629,148.47499862510722
1032,5120_7168,15,2017-08-09,11190,0.4455296353491335,0.0,-20.56045959708629,148.47499862510722
1033,5120_7168,15,2017-08-19,10663,0.41557175343469865,0.0,-20.56045959708629,148.47499862510722
1034,5120_7168,15,2017-09-08,21377,0.2141656675858948,6.9,-20.56045959708629,148.47499862510722
1035,5120_7168,15,2017-09-18,21281,0.20703577016472305,17.0,-20.56045959708629,148.47499862510722
1036,5120_7168,15,2017-09-28,27798,0.2568012511918392,0.0,-20.56045959708629,148.47499862510722
1037,5120_7168,15,2017-10-08,25353,0.20429972549870049,23.5,-20.56045959708629,148.47499862510722
1038,5120_7168,15,2017-10-28,18429,0.3073486254693654,0.0,-20.56045959708629,148.47499862510722
1039,5120_7168,15,2017-11-07,11332,0.3794300503813512,2.3,-20.56045959708629,148.47499862510722
1040,5120_7168,15,2017-11-17,3258,0.3698842099508574,51.0,-20.56045959708629,148.47499862510722
1041,5120_7168,15,2017-11-27,3082,0.4424606329538325,6.5,-20.56045959708629,148.47499862510722
1042,5120_7168,15,2017-12-07,3354,0.5751363584100188,0.0,-20.56045959708629,148.47499862510722
1043,5120_7168,15,2017-12-17,1641,0.26034092801356623,29.6,-20.56045959708629,148.47499862510722
1044,5120_7168,15,2017-12-27,2567,0.5048695672389198,2.1,-20.56045959708629,148.47499862510722
1045,5120_7168,15,2018-01-06,971,0.4277394828564376,45.6,-20.56045959708629,148.47499862510722
1046,5120_7168,15,2018-01-26,1116,0.3902362804252175,68.7,-20.56045959708629,148.47499862510722
1047,5120_7168,15,2018-02-15,0,0.04356808148550658,100.0,-20.56045959708629,148.47499862510722
1048,5120_7168,15,2018-03-17,738,0.603678881702541,35.5,-20.56045959708629,148.47499862510722
1049,5120_7168,15,2018-04-16,926,0.13154206993095952,58.9,-20.56045959708629,148.47499862510722
1050,5120_7168,15,2018-04-26,1917,0.6843207667508097,0.0,-20.56045959708629,148.47499862510722
1051,5120_7168,15,2018-05-06,4784,0.03651504353241971,87.8,-20.56045959708629,148.47499862510722
1052,5120_7168,15,2018-05-26,1724,0.2819511369967905,72.6,-20.56045959708629,148.47499862510722
1053,5120_7168,15,2018-06-05,5986,0.5840826213296144,0.0,-20.56045959708629,148.47499862510722
1054,5120_7168,15,2018-06-15,5929,0.543011845080875,22.8,-20.56045959708629,148.47499862510722
1055,5120_7168,15,2018-06-25,5335,0.3710505842119294,16.6,-20.56045959708629,148.47499862510722
1056,5120_7168,15,2018-07-05,4570,0.1720042177858473,48.5,-20.56045959708629,148.47499862510722
1057,5120_7168,15,2018-07-15,10241,0.4858089519569771,0.0,-20.56045959708629,148.47499862510722
1058,5120_7168,15,2018-07-25,9602,0.4510163067255898,0.0,-20.56045959708629,148.47499862510722
1059,5120_7168,15,2018-08-04,16487,0.3629354000705902,0.1,-20.56045959708629,148.47499862510722
1060,5120_7168,15,2018-08-14,17562,0.3443918913778297,1.6,-20.56045959708629,148.47499862510722
1061,5120_7168,15,2018-08-24,19883,0.3060853959247635,0.4,-20.56045959708629,148.47499862510722
1062,5120_7168,15,2018-09-03,24867,0.2955909746537498,0.0,-20.56045959708629,148.47499862510722
1063,5120_7168,15,2018-09-13,23198,0.1652242822387147,25.0,-20.56045959708629,148.47499862510722
1064,5120_7168,15,2018-10-03,21326,0.1279823322362637,38.3,-20.56045959708629,148.47499862510722
1065,5120_7168,15,2018-10-23,19103,0.13606707271592428,34.3,-20.56045959708629,148.47499862510722
1066,5120_7168,15,2018-11-02,22062,0.25146511130311505,22.4,-20.56045959708629,148.47499862510722
1067,5120_7168,15,2018-11-12,16166,0.27124972748807,6.6,-20.56045959708629,148.47499862510722
1068,5120_7168,15,2018-11-22,11010,0.2233870183126854,53.4,-20.56045959708629,148.47499862510722
1069,5120_7168,15,2018-12-02,14813,0.3077006321657369,2.9,-20.56045959708629,148.47499862510722
1070,5120_7168,15,2019-01-01,544,0.05569180028058361,81.0,-20.56045959708629,148.47499862510722
1071,5120_7168,15,2019-01-21,1855,0.3097217633531487,32.3,-20.56045959708629,148.47499862510722
1072,5120_7168,15,2019-02-20,1196,0.6483313628058361,0.0,-20.56045959708629,148.47499862510722
1073,5120_7168,15,2019-03-02,852,0.4106792014379656,15.7,-20.56045959708629,148.47499862510722
1074,5120_7168,15,2019-03-12,1154,0.6845666712070032,0.0,-20.56045959708629,148.47499862510722
1075,5120_7168,15,2019-04-11,3874,0.06272635877654904,62.9,-20.56045959708629,148.47499862510722
1076,5120_7168,15,2019-04-21,11,0.02846990136109861,100.0,-20.56045959708629,148.47499862510722
1077,5120_7168,15,2019-05-01,237,0.36510034897385096,66.3,-20.56045959708629,148.47499862510722
1078,5120_7168,15,2019-05-11,1697,0.66099898291022,0.0,-20.56045959708629,148.47499862510722
1079,5120_7168,15,2019-05-21,1969,0.60376872361562,0.9,-20.56045959708629,148.47499862510722
1080,5120_7168,15,2019-06-10,732,0.4252205873763214,68.6,-20.56045959708629,148.47499862510722
1081,5120_7168,15,2019-06-20,4661,0.6140208942296606,0.0,-20.56045959708629,148.47499862510722
1082,5120_7168,15,2019-06-30,4840,0.5712386052060974,0.0,-20.56045959708629,148.47499862510722
1083,5120_7168,15,2019-07-20,7098,0.5321329877316103,0.0,-20.56045959708629,148.47499862510722
1084,5120_7168,15,2019-07-30,6899,0.2933923614930082,30.9,-20.56045959708629,148.47499862510722
1085,5120_7168,15,2019-08-09,10320,0.4684836115341289,0.0,-20.56045959708629,148.47499862510722
1086,5632_4096,16,2016-12-22,3106,0.35133239771503644,28.8,-20.282495681701242,148.5213816662523
1087,5632_4096,16,2017-01-01,2554,0.2379157373208632,48.3,-20.282495681701242,148.5213816662523
1088,5632_4096,16,2017-01-11,277,0.5616714583531411,8.1,-20.282495681701242,148.5213816662523
1089,5632_4096,16,2017-02-10,381,0.4825183381659205,31.5,-20.282495681701242,148.5213816662523
1090,5632_4096,16,2017-02-20,575,0.6225696511787938,12.5,-20.282495681701242,148.5213816662523
1091,5632_4096,16,2017-03-02,118,0.2818328713749569,50.0,-20.282495681701242,148.5213816662523
1092,5632_4096,16,2017-03-12,751,0.5857718827585842,4.1,-20.282495681701242,148.5213816662523
1093,5632_4096,16,2017-04-01,1741,0.5615299569252507,0.0,-20.282495681701242,148.5213816662523
1094,5632_4096,16,2017-04-11,1414,0.5411818223590092,0.0,-20.282495681701242,148.5213816662523
1095,5632_4096,16,2017-05-01,321,0.35235761394055576,29.3,-20.282495681701242,148.5213816662523
1096,5632_4096,16,2017-05-11,240,0.6335348988873271,0.0,-20.282495681701242,148.5213816662523
1097,5632_4096,16,2017-05-21,246,0.5344229329631939,26.7,-20.282495681701242,148.5213816662523
1098,5632_4096,16,2017-05-31,8768,0.1792928360639731,93.0,-20.282495681701242,148.5213816662523
1099,5632_4096,16,2017-06-20,1556,0.5602155530859273,15.5,-20.282495681701242,148.5213816662523
1100,5632_4096,16,2017-07-10,442,0.08409873840849535,62.2,-20.282495681701242,148.5213816662523
1101,5632_4096,16,2017-07-20,6847,0.5633965458122163,0.0,-20.282495681701242,148.5213816662523
1102,5632_4096,16,2017-07-30,7269,0.3095368041913,62.2,-20.282495681701242,148.5213816662523
1103,5632_4096,16,2017-08-09,10991,0.4643445785352764,0.7,-20.282495681701242,148.5213816662523
1104,5632_4096,16,2017-08-19,15693,0.3899333203301419,0.0,-20.282495681701242,148.5213816662523
1105,5632_4096,16,2017-09-08,21530,0.25533690462521863,6.2,-20.282495681701242,148.5213816662523
1106,5632_4096,16,2017-09-18,17344,0.14823599035197185,46.3,-20.282495681701242,148.5213816662523
1107,5632_4096,16,2017-09-28,20050,0.1661977635956017,12.2,-20.282495681701242,148.5213816662523
1108,5632_4096,16,2017-10-08,28532,0.2389890526395945,7.2,-20.282495681701242,148.5213816662523
1109,5632_4096,16,2017-10-28,14291,0.33090114288710604,0.0,-20.282495681701242,148.5213816662523
1110,5632_4096,16,2017-11-07,5624,0.4070736116083964,0.0,-20.282495681701242,148.5213816662523
1111,5632_4096,16,2017-11-17,1713,0.1635211881360373,91.5,-20.282495681701242,148.5213816662523
1112,5632_4096,16,2017-11-27,3180,0.37674483365489386,27.6,-20.282495681701242,148.5213816662523
1113,5632_4096,16,2017-12-07,2118,0.5402740864041177,1.6,-20.282495681701242,148.5213816662523
1114,5632_4096,16,2017-12-17,1379,0.3334501002145879,26.7,-20.282495681701242,148.5213816662523
1115,5632_4096,16,2017-12-27,565,0.4011849734473401,23.5,-20.282495681701242,148.5213816662523
1116,5632_4096,16,2018-01-06,2811,0.4296811135624025,21.8,-20.282495681701242,148.5213816662523
1117,5632_4096,16,2018-01-26,404,0.2223431329813147,80.0,-20.282495681701242,148.5213816662523
1118,5632_4096,16,2018-02-15,3096,0.16179691868715507,71.2,-20.282495681701242,148.5213816662523
1119,5632_4096,16,2018-03-17,129,0.6569467854025105,11.9,-20.282495681701242,148.5213816662523
1120,5632_4096,16,2018-04-16,119,0.5579536931015342,47.5,-20.282495681701242,148.5213816662523
1121,5632_4096,16,2018-04-26,316,0.6944301891539932,0.0,-20.282495681701242,148.5213816662523
1122,5632_4096,16,2018-05-06,801,0.27160806545497257,57.4,-20.282495681701242,148.5213816662523
1123,5632_4096,16,2018-05-26,1481,0.13343187593697894,76.6,-20.282495681701242,148.5213816662523
1124,5632_4096,16,2018-06-05,3845,0.5811043366290435,0.0,-20.282495681701242,148.5213816662523
1125,5632_4096,16,2018-06-15,4025,0.5381066376020006,0.0,-20.282495681701242,148.5213816662523
1126,5632_4096,16,2018-06-25,9105,0.2879776925004963,35.1,-20.282495681701242,148.5213816662523
1127,5632_4096,16,2018-07-05,8297,0.3350999380424085,56.7,-20.282495681701242,148.5213816662523
1128,5632_4096,16,2018-07-15,10917,0.4570585648996335,0.0,-20.282495681701242,148.5213816662523
1129,5632_4096,16,2018-07-25,12759,0.3246113047651059,12.2,-20.282495681701242,148.5213816662523
1130,5632_4096,16,2018-08-04,21083,0.29700762887445137,3.1,-20.282495681701242,148.5213816662523
1131,5632_4096,16,2018-08-14,21571,0.20309462994707952,11.8,-20.282495681701242,148.5213816662523
1132,5632_4096,16,2018-08-24,25171,0.2721915278899032,0.9,-20.282495681701242,148.5213816662523
1133,5632_4096,16,2018-09-03,28720,0.2642582585559035,0.0,-20.282495681701242,148.5213816662523
1134,5632_4096,16,2018-09-13,24824,0.1854580944811352,23.0,-20.282495681701242,148.5213816662523
1135,5632_4096,16,2018-10-03,0,0.023966181986899808,96.7,-20.282495681701242,148.5213816662523
1136,5632_4096,16,2018-10-23,16317,0.1292444741960634,54.8,-20.282495681701242,148.5213816662523
1137,5632_4096,16,2018-11-02,20815,0.2196657640564156,14.6,-20.282495681701242,148.5213816662523
1138,5632_4096,16,2018-11-12,13175,0.22352765305675426,38.1,-20.282495681701242,148.5213816662523
1139,5632_4096,16,2018-11-22,20801,0.2698908960012964,0.2,-20.282495681701242,148.5213816662523
1140,5632_4096,16,2018-12-02,16393,0.238888800339403,6.1,-20.282495681701242,148.5213816662523
1141,5632_4096,16,2019-01-01,15,0.008899193759811271,99.7,-20.282495681701242,148.5213816662523
1142,5632_4096,16,2019-01-21,543,0.6110538489111047,20.1,-20.282495681701242,148.5213816662523
1143,5632_4096,16,2019-02-20,326,0.5924624008441921,0.0,-20.282495681701242,148.5213816662523
1144,5632_4096,16,2019-03-02,1578,0.4608380966242446,28.2,-20.282495681701242,148.5213816662523
1145,5632_4096,16,2019-03-12,1028,0.6361002656857679,0.0,-20.282495681701242,148.5213816662523
1146,5632_4096,16,2019-04-11,1627,0.4339397774560093,32.6,-20.282495681701242,148.5213816662523
1147,5632_4096,16,2019-04-21,845,0.4231395395804709,43.7,-20.282495681701242,148.5213816662523
1148,5632_4096,16,2019-05-01,1347,0.2878194104226096,70.6,-20.282495681701242,148.5213816662523
1149,5632_4096,16,2019-05-11,2467,0.6473416761798688,0.0,-20.282495681701242,148.5213816662523
1150,5632_4096,16,2019-05-21,577,0.3008418004140785,58.0,-20.282495681701242,148.5213816662523
1151,5632_4096,16,2019-06-10,392,0.12232543825542436,75.9,-20.282495681701242,148.5213816662523
1152,5632_4096,16,2019-06-20,3274,0.6421473936344042,0.0,-20.282495681701242,148.5213816662523
1153,5632_4096,16,2019-06-30,3286,0.6215234200655546,0.7,-20.282495681701242,148.5213816662523
1154,5632_4096,16,2019-07-20,3085,0.593217620492834,0.0,-20.282495681701242,148.5213816662523
1155,5632_4096,16,2019-07-30,2743,0.4778165919813601,8.6,-20.282495681701242,148.5213816662523
1156,5632_4096,16,2019-08-09,8818,0.5071078789107928,0.0,-20.282495681701242,148.5213816662523
1157,5632_4608,17,2016-12-22,34431,0.3675346650487627,20.4,-20.328752275731926,148.52183500921086
1158,5632_4608,17,2017-01-01,18881,0.20651006996588173,63.4,-20.328752275731926,148.52183500921086
1159,5632_4608,17,2017-01-11,5456,0.5110258193299932,7.2,-20.328752275731926,148.52183500921086
1160,5632_4608,17,2017-02-10,6992,0.601298480098937,11.9,-20.328752275731926,148.52183500921086
1161,5632_4608,17,2017-02-20,10856,0.6013476532707973,4.8,-20.328752275731926,148.52183500921086
1162,5632_4608,17,2017-03-02,6250,0.15951719873877415,80.3,-20.328752275731926,148.52183500921086
1163,5632_4608,17,2017-03-12,16510,0.6079655610086182,8.7,-20.328752275731926,148.52183500921086
1164,5632_4608,17,2017-04-01,20694,0.5127464006217654,0.0,-20.328752275731926,148.52183500921086
1165,5632_4608,17,2017-04-11,15822,0.489225466899851,0.0,-20.328752275731926,148.52183500921086
1166,5632_4608,17,2017-05-01,4012,0.3368234299064004,45.6,-20.328752275731926,148.52183500921086
1167,5632_4608,17,2017-05-11,12972,0.5894619032093051,0.0,-20.328752275731926,148.52183500921086
1168,5632_4608,17,2017-05-21,4818,0.4331429359322986,31.0,-20.328752275731926,148.52183500921086
1169,5632_4608,17,2017-05-31,44286,0.270869816092116,51.8,-20.328752275731926,148.52183500921086
1170,5632_4608,17,2017-06-20,21029,0.5744343973692659,0.3,-20.328752275731926,148.52183500921086
1171,5632_4608,17,2017-07-10,10204,0.2756077928281213,43.5,-20.328752275731926,148.52183500921086
1172,5632_4608,17,2017-07-20,44946,0.5415204138759864,0.0,-20.328752275731926,148.52183500921086
1173,5632_4608,17,2017-07-30,34635,0.19775918754431407,57.7,-20.328752275731926,148.52183500921086
1174,5632_4608,17,2017-08-09,81872,0.4194488211457399,0.0,-20.328752275731926,148.52183500921086
1175,5632_4608,17,2017-08-19,103217,0.3606470836577441,0.0,-20.328752275731926,148.52183500921086
1176,5632_4608,17,2017-09-08,141843,0.25068827867344645,3.7,-20.328752275731926,148.52183500921086
1177,5632_4608,17,2017-09-18,110125,0.15031089861881214,41.8,-20.328752275731926,148.52183500921086
1178,5632_4608,17,2017-09-28,143927,0.18027172562051824,14.7,-20.328752275731926,148.52183500921086
1179,5632_4608,17,2017-10-08,136134,0.16484486152016725,28.7,-20.328752275731926,148.52183500921086
1180,5632_4608,17,2017-10-28,104708,0.3072654453860799,0.0,-20.328752275731926,148.52183500921086
1181,5632_4608,17,2017-11-07,76185,0.3613680560926498,0.0,-20.328752275731926,148.52183500921086
1182,5632_4608,17,2017-11-17,20027,0.27580270224088577,48.0,-20.328752275731926,148.52183500921086
1183,5632_4608,17,2017-11-27,17470,0.3902421711070768,20.3,-20.328752275731926,148.52183500921086
1184,5632_4608,17,2017-12-07,15437,0.5305421431466921,0.5,-20.328752275731926,148.52183500921086
1185,5632_4608,17,2017-12-17,13653,0.4521782680760948,23.1,-20.328752275731926,148.52183500921086
1186,5632_4608,17,2017-12-27,13850,0.4257365283019005,18.5,-20.328752275731926,148.52183500921086
1187,5632_4608,17,2018-01-06,14742,0.44022893213629816,24.0,-20.328752275731926,148.52183500921086
1188,5632_4608,17,2018-01-26,7760,0.2938979179357056,66.0,-20.328752275731926,148.52183500921086
1189,5632_4608,17,2018-02-15,9864,0.12385489178069713,99.5,-20.328752275731926,148.52183500921086
1190,5632_4608,17,2018-03-17,1322,0.5837890026801054,17.3,-20.328752275731926,148.52183500921086
1191,5632_4608,17,2018-04-16,1812,0.5694001374969352,8.2,-20.328752275731926,148.52183500921086
1192,5632_4608,17,2018-04-26,8170,0.6541920668411116,0.0,-20.328752275731926,148.52183500921086
1193,5632_4608,17,2018-05-06,12317,0.1341761905143894,81.5,-20.328752275731926,148.52183500921086
1194,5632_4608,17,2018-05-26,23534,0.3747197668038158,20.9,-20.328752275731926,148.52183500921086
1195,5632_4608,17,2018-06-05,31006,0.5705653066084413,0.0,-20.328752275731926,148.52183500921086
1196,5632_4608,17,2018-06-15,29399,0.5372824099600815,0.0,-20.328752275731926,148.52183500921086
1197,5632_4608,17,2018-06-25,36159,0.3236930102452453,21.0,-20.328752275731926,148.52183500921086
1198,5632_4608,17,2018-07-05,50095,0.4290928909780708,8.9,-20.328752275731926,148.52183500921086
1199,5632_4608,17,2018-07-15,68643,0.4648095305489178,0.0,-20.328752275731926,148.52183500921086
1200,5632_4608,17,2018-07-25,61153,0.2991219628876213,17.5,-20.328752275731926,148.52183500921086
1201,5632_4608,17,2018-08-04,110794,0.3223227297574361,1.4,-20.328752275731926,148.52183500921086
1202,5632_4608,17,2018-08-14,119721,0.2967030621383683,0.2,-20.328752275731926,148.52183500921086
1203,5632_4608,17,2018-08-24,142394,0.2669866394572539,0.7,-20.328752275731926,148.52183500921086
1204,5632_4608,17,2018-09-03,166448,0.26864926346337753,0.0,-20.328752275731926,148.52183500921086
1205,5632_4608,17,2018-09-13,130290,0.1851632174087296,22.5,-20.328752275731926,148.52183500921086
1206,5632_4608,17,2018-10-03,122034,0.1467858047878361,38.0,-20.328752275731926,148.52183500921086
1207,5632_4608,17,2018-10-23,82129,0.18889862644062844,39.9,-20.328752275731926,148.52183500921086
1208,5632_4608,17,2018-11-02,89003,0.2829624982641479,14.1,-20.328752275731926,148.52183500921086
1209,5632_4608,17,2018-11-12,60349,0.3630300140951,5.1,-20.328752275731926,148.52183500921086
1210,5632_4608,17,2018-11-22,48556,0.3757105514653311,1.2,-20.328752275731926,148.52183500921086
1211,5632_4608,17,2018-12-02,29958,0.3562870618705787,13.5,-20.328752275731926,148.52183500921086
1212,5632_4608,17,2019-01-01,122,0.012578013065981549,100.0,-20.328752275731926,148.52183500921086
1213,5632_4608,17,2019-01-21,5272,0.3440813781224897,53.7,-20.328752275731926,148.52183500921086
1214,5632_4608,17,2019-02-20,7997,0.5958276468849395,0.0,-20.328752275731926,148.52183500921086
1215,5632_4608,17,2019-03-02,5794,0.4749862427047118,24.1,-20.328752275731926,148.52183500921086
1216,5632_4608,17,2019-03-12,6101,0.6377276485934472,0.0,-20.328752275731926,148.52183500921086
1217,5632_4608,17,2019-04-11,7999,0.5201428388723651,19.5,-20.328752275731926,148.52183500921086
1218,5632_4608,17,2019-04-21,3313,0.2613888960036454,73.9,-20.328752275731926,148.52183500921086
1219,5632_4608,17,2019-05-01,1794,0.3517692137899687,50.8,-20.328752275731926,148.52183500921086
1220,5632_4608,17,2019-05-11,9851,0.6404627298419805,0.0,-20.328752275731926,148.52183500921086
1221,5632_4608,17,2019-05-21,4200,0.5151756172389195,16.5,-20.328752275731926,148.52183500921086
1222,5632_4608,17,2019-06-10,2118,0.1334750319744002,90.5,-20.328752275731926,148.52183500921086
1223,5632_4608,17,2019-06-20,10013,0.6425402724353145,0.0,-20.328752275731926,148.52183500921086
1224,5632_4608,17,2019-06-30,25464,0.6010599908196658,0.0,-20.328752275731926,148.52183500921086
1225,5632_4608,17,2019-07-20,29405,0.5570405600109614,0.0,-20.328752275731926,148.52183500921086
1226,5632_4608,17,2019-07-30,35230,0.4594374405319037,5.7,-20.328752275731926,148.52183500921086
1227,5632_4608,17,2019-08-09,59178,0.4863022516469725,0.0,-20.328752275731926,148.52183500921086
1228,5632_5120,18,2016-12-22,21216,0.31843025348490195,23.3,-20.37500922764607,148.52228852646647
1229,5632_5120,18,2017-01-01,8930,0.18487345659357526,55.5,-20.37500922764607,148.52228852646647
1230,5632_5120,18,2017-01-11,4020,0.4827270971000815,10.5,-20.37500922764607,148.52228852646647
1231,5632_5120,18,2017-02-10,2375,0.6057269882833664,6.2,-20.37500922764607,148.52228852646647
1232,5632_5120,18,2017-02-20,4492,0.5634695330977355,7.2,-20.37500922764607,148.52228852646647
1233,5632_5120,18,2017-03-02,3502,0.2363544346136175,60.3,-20.37500922764607,148.52228852646647
1234,5632_5120,18,2017-03-12,5492,0.5297261425074635,24.4,-20.37500922764607,148.52228852646647
1235,5632_5120,18,2017-04-01,10026,0.528804862825911,0.0,-20.37500922764607,148.52228852646647
1236,5632_5120,18,2017-04-11,8444,0.5106014192529533,0.0,-20.37500922764607,148.52228852646647
1237,5632_5120,18,2017-05-01,319,0.15223620894436354,97.1,-20.37500922764607,148.52228852646647
1238,5632_5120,18,2017-05-11,13182,0.5866970800371513,0.0,-20.37500922764607,148.52228852646647
1239,5632_5120,18,2017-05-21,5323,0.34729436510863365,52.1,-20.37500922764607,148.52228852646647
1240,5632_5120,18,2017-05-31,14188,0.40965081032851336,2.7,-20.37500922764607,148.52228852646647
1241,5632_5120,18,2017-06-20,11737,0.569509669253446,1.8,-20.37500922764607,148.52228852646647
1242,5632_5120,18,2017-07-10,4962,0.1656614231603779,82.2,-20.37500922764607,148.52228852646647
1243,5632_5120,18,2017-07-20,32639,0.5321965087801491,0.0,-20.37500922764607,148.52228852646647
1244,5632_5120,18,2017-07-30,32174,0.3436470204998225,18.8,-20.37500922764607,148.52228852646647
1245,5632_5120,18,2017-08-09,49328,0.4245250973358031,0.0,-20.37500922764607,148.52228852646647
1246,5632_5120,18,2017-08-19,50724,0.3871515858088404,0.0,-20.37500922764607,148.52228852646647
1247,5632_5120,18,2017-09-08,73307,0.2977079663538444,0.0,-20.37500922764607,148.52228852646647
1248,5632_5120,18,2017-09-18,21871,0.08454715029656003,70.7,-20.37500922764607,148.52228852646647
1249,5632_5120,18,2017-09-28,66825,0.19419072912236407,11.8,-20.37500922764607,148.52228852646647
1250,5632_5120,18,2017-10-08,54285,0.1376836504240607,35.5,-20.37500922764607,148.52228852646647
1251,5632_5120,18,2017-10-28,60278,0.3209014313812157,0.0,-20.37500922764607,148.52228852646647
1252,5632_5120,18,2017-11-07,41351,0.3753730790259009,0.1,-20.37500922764607,148.52228852646647
1253,5632_5120,18,2017-11-17,9564,0.2508635934177474,57.3,-20.37500922764607,148.52228852646647
1254,5632_5120,18,2017-11-27,11761,0.4513004266199906,11.4,-20.37500922764607,148.52228852646647
1255,5632_5120,18,2017-12-07,7948,0.558609345392979,1.0,-20.37500922764607,148.52228852646647
1256,5632_5120,18,2017-12-17,5699,0.5849972048257549,8.1,-20.37500922764607,148.52228852646647
1257,5632_5120,18,2017-12-27,11030,0.5108669901339906,2.7,-20.37500922764607,148.52228852646647
1258,5632_5120,18,2018-01-06,7204,0.27023089917565873,61.8,-20.37500922764607,148.52228852646647
1259,5632_5120,18,2018-01-26,8562,0.270412542940779,36.8,-20.37500922764607,148.52228852646647
1260,5632_5120,18,2018-02-15,5507,0.11635706438180116,99.8,-20.37500922764607,148.52228852646647
1261,5632_5120,18,2018-03-17,1788,0.5212009412214816,29.3,-20.37500922764607,148.52228852646647
1262,5632_5120,18,2018-04-16,1065,0.4597955781499314,33.6,-20.37500922764607,148.52228852646647
1263,5632_5120,18,2018-04-26,4247,0.6638718093794569,0.0,-20.37500922764607,148.52228852646647
1264,5632_5120,18,2018-05-06,13698,0.34097634036848506,31.6,-20.37500922764607,148.52228852646647
1265,5632_5120,18,2018-05-26,9637,0.4153198060546204,64.2,-20.37500922764607,148.52228852646647
1266,5632_5120,18,2018-06-05,19073,0.5710280728686935,0.0,-20.37500922764607,148.52228852646647
1267,5632_5120,18,2018-06-15,24074,0.5222958449766409,0.0,-20.37500922764607,148.52228852646647
1268,5632_5120,18,2018-06-25,18824,0.3372887104413277,7.6,-20.37500922764607,148.52228852646647
1269,5632_5120,18,2018-07-05,32594,0.3586443743690799,19.5,-20.37500922764607,148.52228852646647
1270,5632_5120,18,2018-07-15,52638,0.42722991570615904,0.0,-20.37500922764607,148.52228852646647
1271,5632_5120,18,2018-07-25,43034,0.30156781301193986,2.7,-20.37500922764607,148.52228852646647
1272,5632_5120,18,2018-08-04,56161,0.3041918389510866,6.8,-20.37500922764607,148.52228852646647
1273,5632_5120,18,2018-08-14,70028,0.2593613166797374,1.0,-20.37500922764607,148.52228852646647
1274,5632_5120,18,2018-08-24,89241,0.26622318547082485,0.0,-20.37500922764607,148.52228852646647
1275,5632_5120,18,2018-09-03,97849,0.2709553793640557,0.0,-20.37500922764607,148.52228852646647
1276,5632_5120,18,2018-09-13,84257,0.175950005993271,31.5,-20.37500922764607,148.52228852646647
1277,5632_5120,18,2018-10-03,101542,0.2369849408199733,6.2,-20.37500922764607,148.52228852646647
1278,5632_5120,18,2018-10-23,61216,0.2261620758284491,20.7,-20.37500922764607,148.52228852646647
1279,5632_5120,18,2018-11-02,48007,0.3002883518562302,13.2,-20.37500922764607,148.52228852646647
1280,5632_5120,18,2018-11-12,32748,0.3534243019767879,6.8,-20.37500922764607,148.52228852646647
1281,5632_5120,18,2018-11-22,28751,0.3557303434654733,5.4,-20.37500922764607,148.52228852646647
1282,5632_5120,18,2018-12-02,25296,0.3699910567336729,4.1,-20.37500922764607,148.52228852646647
1283,5632_5120,18,2019-01-01,27,0.022401213160110924,100.0,-20.37500922764607,148.52228852646647
1284,5632_5120,18,2019-01-21,3744,0.4751647251438223,30.1,-20.37500922764607,148.52228852646647
