harvested,date,x,y
29848,2018-06-15,5120,5632
20467,2018-06-25,5120,5632
39327,2018-07-05,5120,5632
59212,2018-07-15,5120,5632
62789,2018-07-25,5120,5632
64880,2018-08-04,5120,5632
82458,2018-08-14,5120,5632
95827,2018-08-24,5120,5632
102546,2018-09-03,5120,5632
89510,2018-09-13,5120,5632
104642,2018-10-03,5120,5632
76770,2018-10-23,5120,5632
74778,2018-11-02,5120,5632
51395,2018-11-12,5120,5632
35956,2018-11-22,5120,5632
48117,2018-12-02,5120,5632
2024,2019-01-01,5120,5632
1673,2019-01-21,5120,5632
2530,2019-02-20,5120,5632
4540,2019-03-02,5120,5632
8923,2019-03-12,5120,5632
2555,2019-04-11,5120,5632
2209,2019-04-21,5120,5632
3178,2019-05-01,5120,5632
4152,2019-05-11,5120,5632
4240,2019-05-21,5120,5632
5647,2019-06-10,5120,5632
17153,2019-06-20,5120,5632
29566,2019-06-30,5120,5632
52586,2019-07-20,5120,5632
39192,2019-07-30,5120,5632
64000,2019-08-09,5120,5632
5249,2016-12-22,5120,6144
4653,2017-01-01,5120,6144
1673,2017-01-11,5120,6144
2135,2017-02-10,5120,6144
2711,2017-02-20,5120,6144
3798,2017-03-02,5120,6144
4455,2017-03-12,5120,6144
6458,2017-04-01,5120,6144
4308,2017-04-11,5120,6144
365,2017-05-01,5120,6144
8186,2017-05-11,5120,6144
4550,2017-05-21,5120,6144
4119,2017-05-31,5120,6144
7918,2017-06-20,5120,6144
7502,2017-07-10,5120,6144
15172,2017-07-20,5120,6144
13474,2017-07-30,5120,6144
21881,2017-08-09,5120,6144
22924,2017-08-19,5120,6144
32000,2017-09-08,5120,6144
33612,2017-09-18,5120,6144
43504,2017-09-28,5120,6144
31498,2017-10-08,5120,6144
31911,2017-10-28,5120,6144
14901,2017-11-07,5120,6144
5916,2017-11-17,5120,6144
1085,2017-11-27,5120,6144
332,2017-12-07,5120,6144
981,2017-12-17,5120,6144
3702,2017-12-27,5120,6144
5515,2018-01-06,5120,6144
2789,2018-01-26,5120,6144
0,2018-02-15,5120,6144
1944,2018-03-17,5120,6144
677,2018-04-16,5120,6144
526,2018-04-26,5120,6144
3539,2018-05-06,5120,6144
7398,2018-05-26,5120,6144
7689,2018-06-05,5120,6144
8433,2018-06-15,5120,6144
6119,2018-06-25,5120,6144
11770,2018-07-05,5120,6144
17259,2018-07-15,5120,6144
17760,2018-07-25,5120,6144
23173,2018-08-04,5120,6144
25557,2018-08-14,5120,6144
31473,2018-08-24,5120,6144
40983,2018-09-03,5120,6144
36761,2018-09-13,5120,6144
43799,2018-10-03,5120,6144
39095,2018-10-23,5120,6144
41296,2018-11-02,5120,6144
44684,2018-11-12,5120,6144
42467,2018-11-22,5120,6144
43931,2018-12-02,5120,6144
1054,2019-01-01,5120,6144
104,2019-01-21,5120,6144
435,2019-02-20,5120,6144
1657,2019-03-02,5120,6144
5143,2019-03-12,5120,6144
20,2019-04-11,5120,6144
43,2019-04-21,5120,6144
1238,2019-05-01,5120,6144
3508,2019-05-11,5120,6144
2787,2019-05-21,5120,6144
1730,2019-06-10,5120,6144
9266,2019-06-20,5120,6144
13120,2019-06-30,5120,6144
14462,2019-07-20,5120,6144
13168,2019-07-30,5120,6144
19834,2019-08-09,5120,6144
3023,2016-12-22,5120,6656
4264,2017-01-01,5120,6656
810,2017-01-11,5120,6656
1886,2017-02-10,5120,6656
2061,2017-02-20,5120,6656
3131,2017-03-02,5120,6656
2713,2017-03-12,5120,6656
4433,2017-04-01,5120,6656
3183,2017-04-11,5120,6656
519,2017-05-01,5120,6656
6754,2017-05-11,5120,6656
4183,2017-05-21,5120,6656
2536,2017-05-31,5120,6656
2956,2017-06-20,5120,6656
3725,2017-07-10,5120,6656
7187,2017-07-20,5120,6656
7936,2017-07-30,5120,6656
11820,2017-08-09,5120,6656
16911,2017-08-19,5120,6656
19772,2017-09-08,5120,6656
22287,2017-09-18,5120,6656
25943,2017-09-28,5120,6656
18792,2017-10-08,5120,6656
19419,2017-10-28,5120,6656
8931,2017-11-07,5120,6656
1469,2017-11-17,5120,6656
1126,2017-11-27,5120,6656
29,2017-12-07,5120,6656
624,2017-12-17,5120,6656
2717,2017-12-27,5120,6656
2743,2018-01-06,5120,6656
3006,2018-01-26,5120,6656
95,2018-02-15,5120,6656
200,2018-03-17,5120,6656
697,2018-04-16,5120,6656
3731,2018-04-26,5120,6656
3196,2018-05-06,5120,6656
3829,2018-05-26,5120,6656
6204,2018-06-05,5120,6656
6782,2018-06-15,5120,6656
3591,2018-06-25,5120,6656
6309,2018-07-05,5120,6656
15869,2018-07-15,5120,6656
19210,2018-07-25,5120,6656
23736,2018-08-04,5120,6656
22500,2018-08-14,5120,6656
28720,2018-08-24,5120,6656
30695,2018-09-03,5120,6656
25584,2018-09-13,5120,6656
31361,2018-10-03,5120,6656
13654,2018-10-23,5120,6656
21977,2018-11-02,5120,6656
27255,2018-11-12,5120,6656
23812,2018-11-22,5120,6656
30504,2018-12-02,5120,6656
655,2019-01-01,5120,6656
174,2019-01-21,5120,6656
555,2019-02-20,5120,6656
254,2019-03-02,5120,6656
1660,2019-03-12,5120,6656
0,2019-04-11,5120,6656
0,2019-04-21,5120,6656
472,2019-05-01,5120,6656
1301,2019-05-11,5120,6656
1389,2019-05-21,5120,6656
4394,2019-06-10,5120,6656
4825,2019-06-20,5120,6656
6721,2019-06-30,5120,6656
14264,2019-07-20,5120,6656
14258,2019-07-30,5120,6656
17805,2019-08-09,5120,6656
144,2016-12-22,5120,7168
857,2017-01-01,5120,7168
692,2017-01-11,5120,7168
545,2017-02-10,5120,7168
237,2017-02-20,5120,7168
1312,2017-03-02,5120,7168
1847,2017-03-12,5120,7168
2792,2017-04-01,5120,7168
2350,2017-04-11,5120,7168
136,2017-05-01,5120,7168
3347,2017-05-11,5120,7168
3408,2017-05-21,5120,7168
2609,2017-05-31,5120,7168
3539,2017-06-20,5120,7168
2833,2017-07-10,5120,7168
4890,2017-07-20,5120,7168
4147,2017-07-30,5120,7168
11190,2017-08-09,5120,7168
10663,2017-08-19,5120,7168
21377,2017-09-08,5120,7168
21281,2017-09-18,5120,7168
27798,2017-09-28,5120,7168
25353,2017-10-08,5120,7168
18429,2017-10-28,5120,7168
11332,2017-11-07,5120,7168
3258,2017-11-17,5120,7168
3082,2017-11-27,5120,7168
3354,2017-12-07,5120,7168
1641,2017-12-17,5120,7168
2567,2017-12-27,5120,7168
971,2018-01-06,5120,7168
1116,2018-01-26,5120,7168
0,2018-02-15,5120,7168
738,2018-03-17,5120,7168
926,2018-04-16,5120,7168
1917,2018-04-26,5120,7168
4784,2018-05-06,5120,7168
1724,2018-05-26,5120,7168
5986,2018-06-05,5120,7168
5929,2018-06-15,5120,7168
5335,2018-06-25,5120,7168
4570,2018-07-05,5120,7168
10241,2018-07-15,5120,7168
9602,2018-07-25,5120,7168
16487,2018-08-04,5120,7168
17562,2018-08-14,5120,7168
19883,2018-08-24,5120,7168
24867,2018-09-03,5120,7168
23198,2018-09-13,5120,7168
21326,2018-10-03,5120,7168
19103,2018-10-23,5120,7168
22062,2018-11-02,5120,7168
16166,2018-11-12,5120,7168
11010,2018-11-22,5120,7168
14813,2018-12-02,5120,7168
544,2019-01-01,5120,7168
1855,2019-01-21,5120,7168
1196,2019-02-20,5120,7168
852,2019-03-02,5120,7168
1154,2019-03-12,5120,7168
3874,2019-04-11,5120,7168
11,2019-04-21,5120,7168
237,2019-05-01,5120,7168
1697,2019-05-11,5120,7168
1969,2019-05-21,5120,7168
732,2019-06-10,5120,7168
4661,2019-06-20,5120,7168
4840,2019-06-30,5120,7168
7098,2019-07-20,5120,7168
6899,2019-07-30,5120,7168
10320,2019-08-09,5120,7168
3106,2016-12-22,5632,4096
2554,2017-01-01,5632,4096
277,2017-01-11,5632,4096
381,2017-02-10,5632,4096
575,2017-02-20,5632,4096
118,2017-03-02,5632,4096
751,2017-03-12,5632,4096
1741,2017-04-01,5632,4096
1414,2017-04-11,5632,4096
321,2017-05-01,5632,4096
240,2017-05-11,5632,4096
246,2017-05-21,5632,4096
8768,2017-05-31,5632,4096
1556,2017-06-20,5632,4096
442,2017-07-10,5632,4096
6847,2017-07-20,5632,4096
7269,2017-07-30,5632,4096
10991,2017-08-09,5632,4096
15693,2017-08-19,5632,4096
21530,2017-09-08,5632,4096
17344,2017-09-18,5632,4096
20050,2017-09-28,5632,4096
28532,2017-10-08,5632,4096
14291,2017-10-28,5632,4096
5624,2017-11-07,5632,4096
1713,2017-11-17,5632,4096
3180,2017-11-27,5632,4096
2118,2017-12-07,5632,4096
1379,2017-12-17,5632,4096
565,2017-12-27,5632,4096
2811,2018-01-06,5632,4096
404,2018-01-26,5632,4096
3096,2018-02-15,5632,4096
129,2018-03-17,5632,4096
119,2018-04-16,5632,4096
316,2018-04-26,5632,4096
801,2018-05-06,5632,4096
1481,2018-05-26,5632,4096
3845,2018-06-05,5632,4096
4025,2018-06-15,5632,4096
9105,2018-06-25,5632,4096
8297,2018-07-05,5632,4096
10917,2018-07-15,5632,4096
12759,2018-07-25,5632,4096
21083,2018-08-04,5632,4096
21571,2018-08-14,5632,4096
25171,2018-08-24,5632,4096
28720,2018-09-03,5632,4096
24824,2018-09-13,5632,4096
0,2018-10-03,5632,4096
16317,2018-10-23,5632,4096
20815,2018-11-02,5632,4096
13175,2018-11-12,5632,4096
20801,2018-11-22,5632,4096
16393,2018-12-02,5632,4096
15,2019-01-01,5632,4096
543,2019-01-21,5632,4096
326,2019-02-20,5632,4096
1578,2019-03-02,5632,4096
1028,2019-03-12,5632,4096
1627,2019-04-11,5632,4096
845,2019-04-21,5632,4096
1347,2019-05-01,5632,4096
2467,2019-05-11,5632,4096
577,2019-05-21,5632,4096
392,2019-06-10,5632,4096
3274,2019-06-20,5632,4096
3286,2019-06-30,5632,4096
3085,2019-07-20,5632,4096
2743,2019-07-30,5632,4096
8818,2019-08-09,5632,4096
34431,2016-12-22,5632,4608
18881,2017-01-01,5632,4608
5456,2017-01-11,5632,4608
6992,2017-02-10,5632,4608
10856,2017-02-20,5632,4608
6250,2017-03-02,5632,4608
16510,2017-03-12,5632,4608
20694,2017-04-01,5632,4608
15822,2017-04-11,5632,4608
4012,2017-05-01,5632,4608
12972,2017-05-11,5632,4608
4818,2017-05-21,5632,4608
44286,2017-05-31,5632,4608
21029,2017-06-20,5632,4608
10204,2017-07-10,5632,4608
44946,2017-07-20,5632,4608
34635,2017-07-30,5632,4608
81872,2017-08-09,5632,4608
103217,2017-08-19,5632,4608
141843,2017-09-08,5632,4608
110125,2017-09-18,5632,4608
143927,2017-09-28,5632,4608
136134,2017-10-08,5632,4608
104708,2017-10-28,5632,4608
76185,2017-11-07,5632,4608
20027,2017-11-17,5632,4608
17470,2017-11-27,5632,4608
15437,2017-12-07,5632,4608
13653,2017-12-17,5632,4608
13850,2017-12-27,5632,4608
14742,2018-01-06,5632,4608
7760,2018-01-26,5632,4608
9864,2018-02-15,5632,4608
1322,2018-03-17,5632,4608
1812,2018-04-16,5632,4608
8170,2018-04-26,5632,4608
12317,2018-05-06,5632,4608
23534,2018-05-26,5632,4608
31006,2018-06-05,5632,4608
29399,2018-06-15,5632,4608
36159,2018-06-25,5632,4608
50095,2018-07-05,5632,4608
68643,2018-07-15,5632,4608
61153,2018-07-25,5632,4608
110794,2018-08-04,5632,4608
119721,2018-08-14,5632,4608
142394,2018-08-24,5632,4608
166448,2018-09-03,5632,4608
130290,2018-09-13,5632,4608
122034,2018-10-03,5632,4608
82129,2018-10-23,5632,4608
89003,2018-11-02,5632,4608
60349,2018-11-12,5632,4608
48556,2018-11-22,5632,4608
29958,2018-12-02,5632,4608
122,2019-01-01,5632,4608
5272,2019-01-21,5632,4608
7997,2019-02-20,5632,4608
5794,2019-03-02,5632,4608
6101,2019-03-12,5632,4608
7999,2019-04-11,5632,4608
3313,2019-04-21,5632,4608
1794,2019-05-01,5632,4608
9851,2019-05-11,5632,4608
4200,2019-05-21,5632,4608
2118,2019-06-10,5632,4608
10013,2019-06-20,5632,4608
25464,2019-06-30,5632,4608
29405,2019-07-20,5632,4608
35230,2019-07-30,5632,4608
59178,2019-08-09,5632,4608
21216,2016-12-22,5632,5120
8930,2017-01-01,5632,5120
4020,2017-01-11,5632,5120
2375,2017-02-10,5632,5120
4492,2017-02-20,5632,5120
3502,2017-03-02,5632,5120
5492,2017-03-12,5632,5120
10026,2017-04-01,5632,5120
8444,2017-04-11,5632,5120
319,2017-05-01,5632,5120
13182,2017-05-11,5632,5120
5323,2017-05-21,5632,5120
14188,2017-05-31,5632,5120
11737,2017-06-20,5632,5120
4962,2017-07-10,5632,5120
32639,2017-07-20,5632,5120
32174,2017-07-30,5632,5120
49328,2017-08-09,5632,5120
50724,2017-08-19,5632,5120
73307,2017-09-08,5632,5120
21871,2017-09-18,5632,5120
66825,2017-09-28,5632,5120
54285,2017-10-08,5632,5120
60278,2017-10-28,5632,5120
41351,2017-11-07,5632,5120
9564,2017-11-17,5632,5120
11761,2017-11-27,5632,5120
7948,2017-12-07,5632,5120
5699,2017-12-17,5632,5120
11030,2017-12-27,5632,5120
7204,2018-01-06,5632,5120
8562,2018-01-26,5632,5120
5507,2018-02-15,5632,5120
1788,2018-03-17,5632,5120
1065,2018-04-16,5632,5120
4247,2018-04-26,5632,5120
13698,2018-05-06,5632,5120
9637,2018-05-26,5632,5120
19073,2018-06-05,5632,5120
24074,2018-06-15,5632,5120
18824,2018-06-25,5632,5120
32594,2018-07-05,5632,5120
52638,2018-07-15,5632,5120
43034,2018-07-25,5632,5120
56161,2018-08-04,5632,5120
70028,2018-08-14,5632,5120
89241,2018-08-24,5632,5120
97849,2018-09-03,5632,5120
84257,2018-09-13,5632,5120
101542,2018-10-03,5632,5120
61216,2018-10-23,5632,5120
48007,2018-11-02,5632,5120
32748,2018-11-12,5632,5120
28751,2018-11-22,5632,5120
25296,2018-12-02,5632,5120
27,2019-01-01,5632,5120
3744,2019-01-21,5632,5120
4034,2019-02-20,5632,5120
5609,2019-03-02,5632,5120
3996,2019-03-12,5632,5120
2604,2019-04-11,5632,5120
1775,2019-04-21,5632,5120
995,2019-05-01,5632,5120
1655,2019-05-11,5632,5120
377,2019-05-21,5632,5120
1597,2019-06-10,5632,5120
7990,2019-06-20,5632,5120
18717,2019-06-30,5632,5120
25187,2019-07-20,5632,5120
18765,2019-07-30,5632,5120
47070,2019-08-09,5632,5120
19319,2016-12-22,5632,5632
14614,2017-01-01,5632,5632
3106,2017-01-11,5632,5632
2179,2017-02-10,5632,5632
3323,2017-02-20,5632,5632
6168,2017-03-02,5632,5632
5572,2017-03-12,5632,5632
8812,2017-04-01,5632,5632
6862,2017-04-11,5632,5632
3,2017-05-01,5632,5632
10314,2017-05-11,5632,5632
4286,2017-05-21,5632,5632
3427,2017-05-31,5632,5632
8487,2017-06-20,5632,5632
1227,2017-07-10,5632,5632
24475,2017-07-20,5632,5632
25554,2017-07-30,5632,5632
31426,2017-08-09,5632,5632
33531,2017-08-19,5632,5632
44100,2017-09-08,5632,5632
38699,2017-09-18,5632,5632
60607,2017-09-28,5632,5632
59152,2017-10-08,5632,5632
53952,2017-10-28,5632,5632
47455,2017-11-07,5632,5632
3369,2017-11-17,5632,5632
15467,2017-11-27,5632,5632
11831,2017-12-07,5632,5632
6071,2017-12-17,5632,5632
15220,2017-12-27,5632,5632
14143,2018-01-06,5632,5632
5350,2018-01-26,5632,5632
109,2018-02-15,5632,5632
4449,2018-03-17,5632,5632
4267,2018-04-16,5632,5632
12210,2018-04-26,5632,5632
13090,2018-05-06,5632,5632
2623,2018-05-26,5632,5632
21473,2018-06-05,5632,5632
20367,2018-06-15,5632,5632
8696,2018-06-25,5632,5632
22651,2018-07-05,5632,5632
35612,2018-07-15,5632,5632
32927,2018-07-25,5632,5632
36624,2018-08-04,5632,5632
43935,2018-08-14,5632,5632
48765,2018-08-24,5632,5632
54147,2018-09-03,5632,5632
55059,2018-09-13,5632,5632
61587,2018-10-03,5632,5632
41806,2018-10-23,5632,5632
49876,2018-11-02,5632,5632
34629,2018-11-12,5632,5632
27788,2018-11-22,5632,5632
33705,2018-12-02,5632,5632
843,2019-01-01,5632,5632
1612,2019-01-21,5632,5632
1926,2019-02-20,5632,5632
5033,2019-03-02,5632,5632
6438,2019-03-12,5632,5632
3241,2019-04-11,5632,5632
2719,2019-04-21,5632,5632
2706,2019-05-01,5632,5632
5804,2019-05-11,5632,5632
8505,2019-05-21,5632,5632
10815,2019-06-10,5632,5632
21439,2019-06-20,5632,5632
22876,2019-06-30,5632,5632
30394,2019-07-20,5632,5632
25991,2019-07-30,5632,5632
41576,2019-08-09,5632,5632
121,2016-12-22,5632,6144
192,2017-01-01,5632,6144
0,2017-01-11,5632,6144
0,2017-02-10,5632,6144
0,2017-02-20,5632,6144
64,2017-03-02,5632,6144
1,2017-03-12,5632,6144
0,2017-04-01,5632,6144
0,2017-04-11,5632,6144
30,2017-05-01,5632,6144
40,2017-05-11,5632,6144
118,2017-05-21,5632,6144
89,2017-05-31,5632,6144
18,2017-06-20,5632,6144
45,2017-07-10,5632,6144
59,2017-07-20,5632,6144
993,2017-07-30,5632,6144
313,2017-08-09,5632,6144
833,2017-08-19,5632,6144
1183,2017-09-08,5632,6144
1912,2017-09-18,5632,6144
2153,2017-09-28,5632,6144
2063,2017-10-08,5632,6144
3691,2017-10-28,5632,6144
3078,2017-11-07,5632,6144
656,2017-11-17,5632,6144
74,2017-11-27,5632,6144
4,2017-12-07,5632,6144
1,2017-12-17,5632,6144
77,2017-12-27,5632,6144
60,2018-01-06,5632,6144
50,2018-01-26,5632,6144
0,2018-02-15,5632,6144
3,2018-03-17,5632,6144
132,2018-04-16,5632,6144
88,2018-04-26,5632,6144
95,2018-05-06,5632,6144
739,2018-05-26,5632,6144
118,2018-06-05,5632,6144
147,2018-06-15,5632,6144
132,2018-06-25,5632,6144
1079,2018-07-05,5632,6144
1142,2018-07-15,5632,6144
1249,2018-07-25,5632,6144
1212,2018-08-04,5632,6144
1887,2018-08-14,5632,6144
3798,2018-08-24,5632,6144
4098,2018-09-03,5632,6144
3485,2018-09-13,5632,6144
4092,2018-10-03,5632,6144
2240,2018-10-23,5632,6144
2124,2018-11-02,5632,6144
4112,2018-11-12,5632,6144
3935,2018-11-22,5632,6144
4132,2018-12-02,5632,6144
208,2019-01-01,5632,6144
3,2019-01-21,5632,6144
38,2019-02-20,5632,6144
13,2019-03-02,5632,6144
2,2019-03-12,5632,6144
50,2019-04-11,5632,6144
0,2019-04-21,5632,6144
534,2019-05-01,5632,6144
1314,2019-05-11,5632,6144
440,2019-05-21,5632,6144
6,2019-06-10,5632,6144
2584,2019-06-20,5632,6144
2698,2019-06-30,5632,6144
2708,2019-07-20,5632,6144
2124,2019-07-30,5632,6144
2714,2019-08-09,5632,6144
0,2016-12-22,5632,6656
80,2017-01-01,5632,6656
5,2017-01-11,5632,6656
61,2017-02-10,5632,6656
0,2017-02-20,5632,6656
7,2017-03-02,5632,6656
0,2017-03-12,5632,6656
0,2017-04-01,5632,6656
1,2017-04-11,5632,6656
0,2017-05-01,5632,6656
12,2017-05-11,5632,6656
18,2017-05-21,5632,6656
30,2017-05-31,5632,6656
3,2017-06-20,5632,6656
9,2017-07-10,5632,6656
45,2017-07-20,5632,6656
478,2017-07-30,5632,6656
104,2017-08-09,5632,6656
969,2017-08-19,5632,6656
1113,2017-09-08,5632,6656
495,2017-09-18,5632,6656
1422,2017-09-28,5632,6656
784,2017-10-08,5632,6656
1723,2017-10-28,5632,6656
1987,2017-11-07,5632,6656
779,2017-11-17,5632,6656
314,2017-11-27,5632,6656
33,2017-12-07,5632,6656
181,2017-12-17,5632,6656
746,2017-12-27,5632,6656
393,2018-01-06,5632,6656
474,2018-01-26,5632,6656
0,2018-02-15,5632,6656
94,2018-03-17,5632,6656
565,2018-04-16,5632,6656
622,2018-04-26,5632,6656
38,2018-05-06,5632,6656
267,2018-05-26,5632,6656
779,2018-06-05,5632,6656
805,2018-06-15,5632,6656
133,2018-06-25,5632,6656
1133,2018-07-05,5632,6656
1161,2018-07-15,5632,6656
1136,2018-07-25,5632,6656
1359,2018-08-04,5632,6656
1164,2018-08-14,5632,6656
1711,2018-08-24,5632,6656
2006,2018-09-03,5632,6656
1934,2018-09-13,5632,6656
1989,2018-10-03,5632,6656
1849,2018-10-23,5632,6656
9,2018-11-02,5632,6656
2211,2018-11-12,5632,6656
2100,2018-11-22,5632,6656
2282,2018-12-02,5632,6656
73,2019-01-01,5632,6656
45,2019-01-21,5632,6656
4,2019-02-20,5632,6656
0,2019-03-02,5632,6656
0,2019-03-12,5632,6656
0,2019-04-11,5632,6656
0,2019-04-21,5632,6656
287,2019-05-01,5632,6656
255,2019-05-11,5632,6656
5,2019-05-21,5632,6656
37,2019-06-10,5632,6656
364,2019-06-20,5632,6656
397,2019-06-30,5632,6656
450,2019-07-20,5632,6656
391,2019-07-30,5632,6656
452,2019-08-09,5632,6656
2243,2016-12-22,5632,7168
551,2017-01-01,5632,7168
1708,2017-01-11,5632,7168
232,2017-02-10,5632,7168
37,2017-02-20,5632,7168
2338,2017-03-02,5632,7168
2462,2017-03-12,5632,7168
2766,2017-04-01,5632,7168
2181,2017-04-11,5632,7168
2,2017-05-01,5632,7168
3329,2017-05-11,5632,7168
3110,2017-05-21,5632,7168
2526,2017-05-31,5632,7168
3475,2017-06-20,5632,7168
3251,2017-07-10,5632,7168
7451,2017-07-20,5632,7168
5734,2017-07-30,5632,7168
10985,2017-08-09,5632,7168
10974,2017-08-19,5632,7168
15269,2017-09-08,5632,7168
12783,2017-09-18,5632,7168
16366,2017-09-28,5632,7168
15332,2017-10-08,5632,7168
10874,2017-10-28,5632,7168
5460,2017-11-07,5632,7168
1846,2017-11-17,5632,7168
2043,2017-11-27,5632,7168
1457,2017-12-07,5632,7168
1344,2017-12-17,5632,7168
1780,2017-12-27,5632,7168
1669,2018-01-06,5632,7168
1252,2018-01-26,5632,7168
0,2018-02-15,5632,7168
73,2018-03-17,5632,7168
392,2018-04-16,5632,7168
1841,2018-04-26,5632,7168
2272,2018-05-06,5632,7168
1919,2018-05-26,5632,7168
2611,2018-06-05,5632,7168
2753,2018-06-15,5632,7168
2659,2018-06-25,5632,7168
2951,2018-07-05,5632,7168
11949,2018-07-15,5632,7168
11860,2018-07-25,5632,7168
11286,2018-08-04,5632,7168
15956,2018-08-14,5632,7168
15692,2018-08-24,5632,7168
15782,2018-09-03,5632,7168
11437,2018-09-13,5632,7168
8760,2018-10-03,5632,7168
10213,2018-10-23,5632,7168
8628,2018-11-02,5632,7168
5672,2018-11-12,5632,7168
4692,2018-11-22,5632,7168
4386,2018-12-02,5632,7168
266,2019-01-01,5632,7168
779,2019-01-21,5632,7168
10,2019-02-20,5632,7168
97,2019-03-02,5632,7168
8,2019-03-12,5632,7168
1417,2019-04-11,5632,7168
11,2019-04-21,5632,7168
80,2019-05-01,5632,7168
288,2019-05-11,5632,7168
325,2019-05-21,5632,7168
569,2019-06-10,5632,7168
2244,2019-06-20,5632,7168
2368,2019-06-30,5632,7168
7681,2019-07-20,5632,7168
6570,2019-07-30,5632,7168
9040,2019-08-09,5632,7168
2219,2016-12-22,5632,7680
972,2017-01-01,5632,7680
44,2017-01-11,5632,7680
1247,2017-02-10,5632,7680
424,2017-02-20,5632,7680
82,2017-03-02,5632,7680
393,2017-03-12,5632,7680
1361,2017-04-01,5632,7680
1251,2017-04-11,5632,7680
1,2017-05-01,5632,7680
1746,2017-05-11,5632,7680
1702,2017-05-21,5632,7680
1109,2017-05-31,5632,7680
1597,2017-06-20,5632,7680
1241,2017-07-10,5632,7680
1462,2017-07-20,5632,7680
3371,2017-07-30,5632,7680
3581,2017-08-09,5632,7680
2810,2017-08-19,5632,7680
5794,2017-09-08,5632,7680
5664,2017-09-18,5632,7680
5747,2017-09-28,5632,7680
4625,2017-10-08,5632,7680
5120,2017-10-28,5632,7680
2731,2017-11-07,5632,7680
1435,2017-11-17,5632,7680
1079,2017-11-27,5632,7680
850,2017-12-07,5632,7680
573,2017-12-17,5632,7680
713,2017-12-27,5632,7680
514,2018-01-06,5632,7680
899,2018-01-26,5632,7680
0,2018-02-15,5632,7680
200,2018-03-17,5632,7680
82,2018-04-16,5632,7680
56,2018-04-26,5632,7680
655,2018-05-06,5632,7680
1596,2018-05-26,5632,7680
1391,2018-06-05,5632,7680
1657,2018-06-15,5632,7680
1530,2018-06-25,5632,7680
4426,2018-07-05,5632,7680
5162,2018-07-15,5632,7680
5277,2018-07-25,5632,7680
6901,2018-08-04,5632,7680
6806,2018-08-14,5632,7680
6559,2018-08-24,5632,7680
6515,2018-09-03,5632,7680
5284,2018-09-13,5632,7680
2559,2018-10-03,5632,7680
5075,2018-10-23,5632,7680
4471,2018-11-02,5632,7680
3555,2018-11-12,5632,7680
2718,2018-11-22,5632,7680
1151,2018-12-02,5632,7680
71,2019-01-01,5632,7680
1153,2019-01-21,5632,7680
55,2019-02-20,5632,7680
227,2019-03-02,5632,7680
760,2019-03-12,5632,7680
529,2019-04-11,5632,7680
0,2019-04-21,5632,7680
19,2019-05-01,5632,7680
27,2019-05-11,5632,7680
1019,2019-05-21,5632,7680
80,2019-06-10,5632,7680
1573,2019-06-20,5632,7680
2053,2019-06-30,5632,7680
1937,2019-07-20,5632,7680
761,2019-07-30,5632,7680
5011,2019-08-09,5632,7680
821,2016-12-22,5632,8192
369,2017-01-01,5632,8192
10,2017-01-11,5632,8192
103,2017-02-10,5632,8192
8,2017-02-20,5632,8192
3,2017-03-02,5632,8192
41,2017-03-12,5632,8192
34,2017-04-01,5632,8192
18,2017-04-11,5632,8192
240,2017-05-01,5632,8192
54,2017-05-11,5632,8192
10,2017-05-21,5632,8192
51,2017-05-31,5632,8192
90,2017-06-20,5632,8192
357,2017-07-10,5632,8192
467,2017-07-20,5632,8192
889,2017-07-30,5632,8192
1199,2017-08-09,5632,8192
1544,2017-08-19,5632,8192
3306,2017-09-08,5632,8192
1078,2017-09-18,5632,8192
4761,2017-09-28,5632,8192
2673,2017-10-08,5632,8192
5158,2017-10-28,5632,8192
3778,2017-11-07,5632,8192
1384,2017-11-17,5632,8192
257,2017-11-27,5632,8192
18,2017-12-07,5632,8192
55,2017-12-17,5632,8192
283,2017-12-27,5632,8192
170,2018-01-06,5632,8192
0,2018-01-26,5632,8192
0,2018-02-15,5632,8192
209,2018-03-17,5632,8192
8,2018-04-16,5632,8192
2,2018-04-26,5632,8192
0,2018-05-06,5632,8192
108,2018-05-26,5632,8192
258,2018-06-05,5632,8192
298,2018-06-15,5632,8192
1878,2018-06-25,5632,8192
2785,2018-07-05,5632,8192
2755,2018-07-15,5632,8192
2781,2018-07-25,5632,8192
3024,2018-08-04,5632,8192
3515,2018-08-14,5632,8192
4192,2018-08-24,5632,8192
4886,2018-09-03,5632,8192
2386,2018-09-13,5632,8192
1262,2018-10-03,5632,8192
5263,2018-10-23,5632,8192
5638,2018-11-02,5632,8192
5007,2018-11-12,5632,8192
4966,2018-11-22,5632,8192
4558,2018-12-02,5632,8192
11,2019-01-01,5632,8192
1686,2019-01-21,5632,8192
63,2019-02-20,5632,8192
38,2019-03-02,5632,8192
1157,2019-03-12,5632,8192
575,2019-04-11,5632,8192
99,2019-04-21,5632,8192
143,2019-05-01,5632,8192
1278,2019-05-11,5632,8192
181,2019-05-21,5632,8192
933,2019-06-10,5632,8192
2310,2019-06-20,5632,8192
2407,2019-06-30,5632,8192
1580,2019-07-20,5632,8192
2407,2019-07-30,5632,8192
2637,2019-08-09,5632,8192
1704,2016-12-22,5632,8704
814,2017-01-01,5632,8704
910,2017-01-11,5632,8704
416,2017-02-10,5632,8704
51,2017-02-20,5632,8704
9,2017-03-02,5632,8704
